framework	molecule	loading_mol_per_kg	Qst_kJmol
Bhathia_01	R125	0.035266418	37.08626776247206
Bhathia_01	R125	0.05663265487755102	36.43165460576031
Bhathia_01	R125	0.07799889175510205	35.45612022213798
Bhathia_01	R125	0.09936512863265307	34.496395661145165
Bhathia_01	R125	0.12073136551020408	33.690108937905364
Bhathia_01	R125	0.1420976023877551	33.03540706204869
Bhathia_01	R125	0.16346383926530614	32.49805312524556
Bhathia_01	R125	0.18483007614285715	32.05018735888153
Bhathia_01	R125	0.20619631302040817	31.670993880534095
Bhathia_01	R125	0.22756254989795918	31.345181273329338
Bhathia_01	R125	0.2489287867755102	31.062550887132062
Bhathia_01	R125	0.27029502365306124	30.815990874009348
Bhathia_01	R125	0.2916612605306123	30.59952394019458
Bhathia_01	R125	0.3130274974081633	30.40718517950031
Bhathia_01	R125	0.33439373428571434	30.234859500762987
Bhathia_01	R125	0.35575997116326535	30.0809445353524
Bhathia_01	R125	0.37712620804081637	29.942305470837944
Bhathia_01	R125	0.3984924449183674	29.815594713209975
Bhathia_01	R125	0.4198586817959184	29.701116973286666
Bhathia_01	R125	0.4412249186734694	29.598308342048348
Bhathia_01	R125	0.4625911555510204	29.50385673322264
Bhathia_01	R125	0.4839573924285715	29.417482344815397
Bhathia_01	R125	0.5053236293061225	29.34093593125591
Bhathia_01	R125	0.5266898661836735	29.27142261499492
Bhathia_01	R125	0.5480561030612245	29.204291057113306
Bhathia_01	R125	0.5694223399387756	29.140857862706312
Bhathia_01	R125	0.5907885768163266	29.085981711480528
Bhathia_01	R125	0.6121548136938776	29.038733080672735
Bhathia_01	R125	0.6335210505714286	28.992115104250217
Bhathia_01	R125	0.6548872874489796	28.943232985908715
Bhathia_01	R125	0.6762535243265306	28.89794446064449
Bhathia_01	R125	0.6976197612040816	28.86221925886592
Bhathia_01	R125	0.7189859980816327	28.833118524645776
Bhathia_01	R125	0.7403522349591837	28.802112653430424
Bhathia_01	R125	0.7617184718367347	28.766337861264432
Bhathia_01	R125	0.7830847087142857	28.732630022022317
Bhathia_01	R125	0.8044509455918367	28.708697739837078
Bhathia_01	R125	0.8258171824693877	28.693293519216596
Bhathia_01	R125	0.8471834193469387	28.677171820005015
Bhathia_01	R125	0.8685496562244898	28.653825653390207
Bhathia_01	R125	0.8899158931020408	28.627544709905774
Bhathia_01	R125	0.9112821299795919	28.608601192353035
Bhathia_01	R125	0.9326483668571429	28.602142196226062
Bhathia_01	R125	0.9540146037346939	28.602646427829775
Bhathia_01	R125	0.975380840612245	28.598529759003007
Bhathia_01	R125	0.996747077489796	28.584513815945535
Bhathia_01	R125	1.018113314367347	28.568222542405497
Bhathia_01	R125	1.039479551244898	28.56107210979713
Bhathia_01	R125	1.0608457881224491	28.565373604726787
Bhathia_01	R125	1.082212025	28.572469897414948
Bhathia_01	R134a	0.083473092	37.45468212714925
Bhathia_01	R134a	0.1405450697142857	36.57660376051786
Bhathia_01	R134a	0.19761704742857142	35.287312159309906
Bhathia_01	R134a	0.25468902514285713	34.05599061176026
Bhathia_01	R134a	0.3117610028571428	33.067258427278524
Bhathia_01	R134a	0.36883298057142855	32.30405919841619
Bhathia_01	R134a	0.4259049582857143	31.70490643613098
Bhathia_01	R134a	0.4829769359999999	31.22607753082977
Bhathia_01	R134a	0.5400489137142856	30.840090772860574
Bhathia_01	R134a	0.5971208914285714	30.525343206568856
Bhathia_01	R134a	0.6541928691428571	30.26464072420746
Bhathia_01	R134a	0.7112648468571428	30.045950413763222
Bhathia_01	R134a	0.7683368245714285	29.861232828738483
Bhathia_01	R134a	0.8254088022857142	29.70536142268402
Bhathia_01	R134a	0.8824807799999999	29.574758104791247
Bhathia_01	R134a	0.9395527577142856	29.46601734855531
Bhathia_01	R134a	0.9966247354285713	29.374942643003568
Bhathia_01	R134a	1.0536967131428572	29.298390763978652
Bhathia_01	R134a	1.1107686908571428	29.23615409180455
Bhathia_01	R134a	1.1678406685714284	29.187161943158596
Bhathia_01	R134a	1.2249126462857143	29.148698418893744
Bhathia_01	R134a	1.281984624	29.121272014920404
Bhathia_01	R134a	1.3390566017142855	29.106027888397335
Bhathia_01	R134a	1.3961285794285714	29.09873619946189
Bhathia_01	R134a	1.453200557142857	29.095355047107375
Bhathia_01	R134a	1.5102725348571426	29.09957552010883
Bhathia_01	R134a	1.5673445125714285	29.116102061597733
Bhathia_01	R134a	1.624416490285714	29.14150057209035
Bhathia_01	R134a	1.6814884679999997	29.16985853121935
Bhathia_01	R134a	1.7385604457142856	29.20373002602564
Bhathia_01	R134a	1.7956324234285712	29.25167075483823
Bhathia_01	R134a	1.852704401142857	29.31577164108097
Bhathia_01	R134a	1.9097763788571427	29.388441831467425
Bhathia_01	R134a	1.9668483565714283	29.46455601059123
Bhathia_01	R134a	2.023920334285714	29.551580729567053
Bhathia_01	R134a	2.080992312	29.662086614682078
Bhathia_01	R134a	2.138064289714286	29.799304155658326
Bhathia_01	R134a	2.1951362674285715	29.95523427169633
Bhathia_01	R134a	2.252208245142857	30.12417783178865
Bhathia_01	R134a	2.3092802228571427	30.314742892155706
Bhathia_01	R134a	2.366352200571429	30.54403632777285
Bhathia_01	R134a	2.4234241782857144	30.821998271761508
Bhathia_01	R134a	2.480496156	31.146149379158334
Bhathia_01	R134a	2.5375681337142857	31.514020011719964
Bhathia_01	R134a	2.5946401114285713	31.940460856886972
Bhathia_01	R134a	2.651712089142857	32.45897592582736
Bhathia_01	R134a	2.708784066857143	33.10074846065493
Bhathia_01	R134a	2.7658560445714286	33.85281630356293
Bhathia_01	R134a	2.8229280222857143	34.59489895923846
Bhathia_01	R134a	2.88	35.08073496609215
Bhathia_01	R32	0.001512758	31.11552500373185
Bhathia_01	R32	0.0341349466122449	29.373592734846607
Bhathia_01	R32	0.0667571352244898	27.207577382363002
Bhathia_01	R32	0.0993793238367347	25.662541748474702
Bhathia_01	R32	0.1320015124489796	24.819383420351187
Bhathia_01	R32	0.16462370106122448	24.35892594287833
Bhathia_01	R32	0.1972458896734694	24.05296428719836
Bhathia_01	R32	0.2298680782857143	23.809737933789325
