framework	molecule	loading_mol_per_kg	Qst_kJmol
Bhathia_01	R125	0.1809116965976303	35.43090981936456
Bhathia_01	R125	0.28266158472709757	34.78764280082427
Bhathia_01	R125	0.38441147285656485	34.17903127230554
Bhathia_01	R125	0.4861613609860321	33.604422464346705
Bhathia_01	R125	0.5879112491154994	33.063163607486075
Bhathia_01	R125	0.6896611372449666	32.554601932262
Bhathia_01	R125	0.7914110253744339	32.078084669212814
Bhathia_01	R125	0.8931609135039011	31.632959048876838
Bhathia_01	R125	0.9949108016333684	31.218572301792406
Bhathia_01	R125	1.0966606897628357	30.834271658497848
Bhathia_01	R125	1.1984105778923029	30.479404349531503
Bhathia_01	R125	1.3001604660217703	30.15331760543169
Bhathia_01	R125	1.4019103541512374	29.855358656736747
Bhathia_01	R125	1.5036602422807048	29.584874733985007
Bhathia_01	R125	1.605410130410172	29.3412130677148
Bhathia_01	R125	1.7071600185396394	29.12372088846446
Bhathia_01	R125	1.8089099066691066	28.931745426772313
Bhathia_01	R125	1.9106597947985737	28.76463391317669
Bhathia_01	R125	2.012409682928041	28.621733578215924
Bhathia_01	R125	2.1141595710575083	28.502391652428347
Bhathia_01	R125	2.2159094591869755	28.40595536635229
Bhathia_01	R125	2.317659347316443	28.331771950526086
Bhathia_01	R125	2.4194092354459102	28.27918863548807
Bhathia_01	R125	2.5211591235753774	28.247552651776562
Bhathia_01	R125	2.6229090117048446	28.2362112299299
Bhathia_01	R125	2.7246588998343118	28.244511600486412
Bhathia_01	R125	2.8264087879637794	28.27180099398444
Bhathia_01	R125	2.9281586760932465	28.3174266409623
Bhathia_01	R125	3.0299085642227137	28.38073577195833
Bhathia_01	R125	3.131658452352181	28.461075617510865
Bhathia_01	R125	3.2334083404816485	28.55779340815824
Bhathia_01	R125	3.3351582286111157	28.67023637443877
Bhathia_01	R125	3.436908116740583	28.797751746890796
Bhathia_01	R125	3.53865800487005	28.93968675605265
Bhathia_01	R125	3.640407892999517	29.09538863246267
Bhathia_01	R125	3.742157781128985	29.26420460665917
Bhathia_01	R125	3.843907669258452	29.445481909180494
Bhathia_01	R125	3.945657557387919	29.638567770564975
Bhathia_01	R125	4.047407445517386	29.842809421350932
Bhathia_01	R125	4.149157333646854	30.05755409207671
Bhathia_01	R125	4.250907221776321	30.282149013280623
Bhathia_01	R125	4.352657109905788	30.515941415501032
Bhathia_01	R125	4.454406998035256	30.75827852927624
Bhathia_01	R125	4.556156886164723	31.008507585144585
Bhathia_01	R125	4.65790677429419	31.265975813644406
Bhathia_01	R125	4.759656662423657	31.53003044531402
Bhathia_01	R125	4.8614065505531245	31.800018710691784
Bhathia_01	R125	4.963156438682592	32.075287840316
Bhathia_01	R125	5.064906326812059	32.35518506472502
Bhathia_01	R125	5.1666562149415265	32.639057614457165
